141	0-0 1-1 10-13 11-16 11-17 12-14 13-12 14-18 2-2 2-3 3-4 4-6 5-8 6-10 7-9 8-7 9-11
142	0-0 1-1 1-3 10-14 11-15 12-16 2-4 3-5 4-8 5-6 5-7 6-9 9-13
143	0-0 1-4 1-6 10-13 2-7 3-8 4-9 5-1 7-11 8-12 9-2
144	0-0 1-2 10-14 11-5 12-15 2-1 3-3 4-6 5-7 6-8 7-9 8-10 9-11 9-13
145	0-1 1-2 2-6 3-7 4-8 5-3 7-4 8-5 9-9
146	0-0 1-6 10-10 11-13 2-7 4-3 5-4 7-1 8-2
147	0-1 1-2 4-5 4-7 5-8 6-9 7-11 9-12
148	0-1 1-2 2-4 3-5 4-6 5-3 6-7
149	0-0 0-1 1-3 2-4 3-6 4-7 5-9 6-10 7-8 8-11
150	0-0 1-2 10-9 7-7 8-8 9-6
151	0-0 0-1 1-3 1-6 2-7 3-8 4-10 5-12 6-13
152	0-0 1-1 10-14 10-17 11-18 12-20 13-9 14-21 2-2 3-3 4-4 5-6 5-7 6-8 7-10 8-11 8-12 9-13
153	0-0 0-3 1-4 2-5 3-7 4-8
154	0-1 0-2 1-3 1-4 2-6 2-7 3-8 4-9 5-11 6-12 7-13 8-10 9-14
155	0-0 1-1 2-2 3-3 4-6 5-11 5-12 6-7 6-9 7-5 8-4 9-13
156	1-4 1-9 2-1 4-10 5-11 6-12 7-2 8-13
157	0-2 0-5 1-6 2-7 3-8 4-10 4-12
158	0-0 1-3 10-16 11-17 2-4 3-2 4-5 5-6 5-8 6-9 7-10 8-11 9-12
159	0-0 1-1 2-3 2-6 3-7 4-8 5-9 6-10 7-12 7-13 8-14
160	0-0 1-1 10-14 11-15 2-2 2-3 3-4 4-5 5-7 6-8 7-9 8-10 8-12 8-13
161	0-0 1-4 2-6 3-15 3-16 4-11 4-9 5-5 6-17
162	0-0 1-1 3-3 4-5 5-10 5-8 6-4 7-11
163	0-0 1-1 10-9 11-7 12-10 2-2 2-3 6-4 7-5 8-6 9-8
164	0-2 0-3 1-4 2-6 3-7 4-8 5-0
165	0-0 1-1 10-15 2-2 3-3 4-5 4-7 4-8 5-12 6-10 7-11 8-13 9-14
166	0-0 0-2 1-6 2-4 3-5 5-10 6-11 7-7
167	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-11 8-8 9-12
168	0-0 1-1 2-2 3-5 4-6 5-7 6-4 7-3 8-8
169	0-0 1-1 1-2 10-11 11-12 12-13 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10
170	0-0 1-1 10-11 10-19 10-21 11-13 12-16 13-15 14-22 2-2 3-3 4-4 5-5 6-6 6-8 7-9 8-10 9-12
171	1-0 10-9 11-12 2-1 3-2 4-3 5-4 6-5 6-7 7-10 8-11 9-8
172	0-0 1-1 1-3 2-4 3-7 4-8 5-11 5-9 6-12 7-13 8-6 9-14
173	0-0 1-2 2-3 3-6 4-5 5-3
174	0-0 1-3 2-1 2-2 3-4 4-5 5-6 6-9 7-7 8-10
175	0-0 1-1 10-11 11-4 11-5 12-12 2-2 3-3 5-6 6-8 7-7 8-9 9-10
176	0-0 0-2 1-3 10-16 2-4 3-5 4-6 5-8 6-7 7-9 8-15 9-11 9-13
177	0-0 1-1 10-13 2-3 3-2 3-6 4-7 5-8 6-11 7-12 8-10 9-9
178	1-2 2-1 3-3 4-4 5-5 6-6 7-7 8-8
179	0-0 1-1 10-18 11-20 11-21 12-6 13-10 13-7 14-22 2-3 3-4 4-5 5-11 6-13 6-14 7-15 8-16 9-17
180	0-0 1-1 1-4 11-13 12-14 12-15 14-18 2-5 3-6 4-7 4-8 5-9 6-10 7-11 8-12 9-16
181	0-4 1-5 10-17 10-18 11-15 12-23 2-1 2-8 3-9 4-10 5-11 6-12 6-13 7-14 8-19 9-20 9-22
182	0-0 0-1 1-3 10-16 2-5 3-6 4-7 5-8 6-9 7-11 7-12 8-13 9-14
183	0-0 1-1 10-13 10-14 11-6 12-15 2-2 2-3 3-4 4-5 5-7 6-8 7-9 8-10 9-11
184	0-0 1-1 2-2 3-7 3-9 4-3 4-6
185	1-1 2-2 2-3 3-4 4-5 5-6 6-8 7-7 8-9
186	0-0 1-3 10-5 11-13 2-1 2-2 3-4 4-10 5-12 6-6 7-7 8-8 9-9
187	0-0 1-1 2-5 3-6 4-8 5-9 6-3 7-4 8-2 9-10
188	0-0 1-1 10-11 3-4 4-5 5-6 5-8 6-9 7-10 9-2
189	0-0 0-3 1-1 2-5 3-7 4-8
190	0-4 1-5 10-13 2-3 3-7 4-8 5-0 5-1 5-2 6-9 7-10 8-11 9-12
191	0-1 1-2 2-5 3-6 4-7
192	0-0 1-2 2-1 3-3 4-5 5-7 6-8 7-6 8-9
193	0-0 1-1 1-3 2-4 3-5 4-7 5-8 6-11 6-9 7-6 8-12
194	0-1 1-0 1-4 2-5 4-6 4-9
195	0-0 1-1 10-7 11-5 12-16 2-2 3-4 5-11 7-12 7-15 8-6 9-9
196	0-0 1-1 1-4 10-16 11-17 12-18 13-10 14-19 2-5 3-6 4-7 5-8 6-10 7-11 8-13 9-14
197	0-0 0-2 1-4 2-5 3-9 4-7 4-8 5-6 6-10
198	1-4 10-14 11-15 13-8 14-16 3-2 4-7 6-10 7-12 8-11 9-13
199	0-0 1-1 1-3 10-12 11-16 2-4 3-6 4-7 4-8 5-10 6-14 7-15 8-11 9-13
200	0-0 0-2 11-5 12-15 2-6 3-7 4-8 5-9 6-11 7-12 8-14 9-13
201	0-1 1-2 2-5 3-7 4-13 5-12 6-4 7-3 8-14
202	0-0 1-3 10-6 10-8 11-14 2-4 5-11 6-12 7-13 8-7
203	0-0 1-4 10-11 11-14 2-7 3-8 4-2 4-3 5-1 6-9 7-10 8-12 9-13
204	0-0 0-2 1-3 2-4 3-6 4-7 5-11 6-10 6-9 7-8 8-12
205	0-0 1-1 2-3 2-5 3-6 4-7 5-9 6-10 7-11 8-13
206	0-0 1-1 10-18 11-19 12-20 13-15 14-21 2-2 3-8 4-4 4-6 5-9 6-11 7-12 8-13 9-16
207	0-1 1-0 2-2 3-5 4-6 5-9 6-8
208	0-2 1-1 10-12 11-13 2-3 3-4 4-5 5-6 6-7 7-9 8-10 9-11
209	0-0 1-2 1-3 10-24 11-25 12-26 13-27 2-5 4-11 5-13 5-16 6-17 7-18 8-19 9-22 9-23
210	0-0 1-1 2-2 2-3 3-4 4-6 5-8 6-9 7-10 8-11
211	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-11 9-9
212	0-0 1-1 10-12 10-14 11-2 12-15 2-2 3-3 4-4 4-6 5-7 6-8 7-9 8-10 9-11
213	0-0 1-1 10-11 10-13 11-2 12-18 2-14 3-15 4-17 5-16 6-3 7-4 7-7 8-8 8-9 9-10
214	0-0 1-2 2-1 3-3 4-4 4-5 5-6
215	0-0 1-1 10-13 10-15 10-16 11-17 12-20 13-19 14-21 2-2 3-3 4-5 5-6 5-7 6-8 7-9 8-10 9-11
216	0-0 1-1 10-22 11-24 12-18 13-19 13-21 14-25 2-2 3-3 4-4 5-5 6-10 6-14 6-6 6-9 7-15 8-16 9-17
217	0-0 1-1 10-4 11-3 12-14 2-2 3-5 4-6 5-8 6-9 7-10 8-11
218	0-0 1-1 2-2 3-3 4-4 5-6 6-7 7-8 8-5 9-9
219	0-2 1-4 10-13 2-5 3-6 4-7 5-8 6-9 7-10 8-12 9-4
220	0-0 1-1 10-13 11-15 12-16 2-2 3-3 5-6 6-8 8-9
221	0-1 1-4 2-7 3-6 4-3
222	0-0 10-10 10-8 11-11 2-1 3-2 4-3 6-4 8-5 9-6
223	0-0 1-1 2-2 3-3 4-4 5-6 6-5 7-7
224	0-0 1-1 10-18 11-19 2-2 3-4 4-5 5-6 6-11 6-7 7-13 8-14 9-17
225	0-0 1-2 10-12 10-14 11-15 12-18 13-17 14-19 2-3 3-4 3-5 5-7 6-9 7-8 8-10 9-11
226	0-0 1-1 10-15 2-2 3-5 4-6 5-10 5-7 6-11 7-13 8-14 9-12
227	0-0 1-1 1-2 10-14 11-18 12-19 13-20 14-21 2-3 2-5 3-6 4-7 5-8 5-9 6-10 7-11 8-12 9-13
228	0-10 1-4 10-12 11-13 2-5 3-6 3-8 4-0 5-1 6-2 7-3 8-9 9-11
229	0-0 0-3 1-4 2-6 3-7 3-9 4-10 5-11
230	0-0 1-1 10-14 11-15 11-16 12-8 13-17 2-2 3-3 4-4 5-5 6-7 7-9 8-10 8-12 9-13
231	0-0 1-1 10-12 10-14 11-10 12-21 2-5 3-9 4-7 5-10 7-15 7-16 9-18 9-20
232	0-0 1-1 10-8 11-16 2-4 3-2 4-5 5-6 6-7 7-13 8-10 8-15 9-9
233	0-1 1-2 10-10 11-11 12-12 13-13 3-5 4-3 5-6 6-7 8-8 9-9
234	0-0 1-1 10-13 2-2 3-4 4-5 5-6 7-11 8-12 9-8 9-9
235	0-2 1-6 10-8 11-18 2-7 4-10 4-12 5-13 6-14 7-15 8-16 9-17
236	0-0 1-1 1-3 2-4 3-5 4-6 4-8 5-10 6-11 7-12 8-13 9-14
237	0-6 1-0 2-1 3-2 4-4 5-7 6-8 7-9 8-10
238	0-0 1-1 10-13 11-14 11-17 12-18 13-19 14-20 2-3 3-4 4-5 5-6 5-7 6-8 7-9 8-10 9-11
239	0-0 1-1 10-12 11-13 12-14 2-2 3-3 4-4 4-5 5-10 6-7 7-9 8-8 9-11
240	0-0 1-1 2-2 3-4 4-3 5-5 6-7 6-8 7-9 8-10 9-11
241	0-0 1-1 10-15 11-16 12-7 12-8 13-17 2-2 3-3 4-4 5-5 6-6 7-12 8-13 9-14
242	0-0 0-3 1-4 2-5 3-7 4-8
243	0-0 0-1 1-6 10-17 10-20 11-21 3-4 4-5 5-12 6-14 7-11 8-15 9-16
244	0-0 1-1 1-3 10-9 11-12 11-8 12-5 13-27 2-4 3-19 4-20 5-21 6-22 6-23 7-24 8-26 9-6
245	0-0 1-1 10-13 11-14 12-15 2-2 3-3 4-4 4-7 5-8 6-9 7-10 8-11 9-12
246	0-0 1-1 1-3 10-14 10-16 11-18 12-19 13-20 2-4 3-5 4-6 5-7 6-8 7-9 8-11 9-12
247	2-0 4-2 5-3 6-4 6-6 7-1 8-7
248	0-0 1-1 10-6 11-5 12-16 2-2 3-3 3-4 4-8 5-11 5-9 6-7 7-12 8-14 9-15
249	0-0 10-16 2-6 4-1 4-3 5-9 6-11 7-12 8-15 9-10
250	0-0 1-1 10-10 11-7 12-8 2-2 3-3 4-6 5-5 6-4 9-9
251	0-0 1-1 11-16 12-17 13-18 2-2 3-3 4-5 5-6 6-4 7-7 8-10 8-11
252	0-0 1-1 10-13 11-18 12-19 13-16 13-21 14-22 2-2 3-3 4-4 5-5 5-7 6-9 7-10 8-11 9-12
253	0-0 1-1 2-2 3-3 4-5 5-6 6-7 7-12 7-14 8-4 9-15
254	0-0 1-1 10-5 11-10 2-2 3-3 4-4 5-6 6-7 7-8 8-9
255	0-0 1-2 10-10 11-12 12-11 12-15 13-7 14-26 2-1 2-5 3-6 4-16 5-17 6-18 6-20 7-21 8-23 8-25 9-9
256	1-2 10-12 2-1 3-4 4-7 5-5 6-8 7-9 8-11 9-10
257	0-0 1-1 1-4 2-8 4-9 5-5 6-6 7-7 8-10
258	0-0 1-1 10-13 11-14 12-15 13-2 14-16 2-3 3-5 4-4 5-6 6-7 7-10 7-8 8-11 9-12
259	0-0 4-2 4-3 5-4 6-5 7-6
260	0-8 2-0 3-1 4-2 4-5 7-12
261	0-0 1-1 10-13 11-14 12-15 2-2 3-3 3-5 4-6 5-8 7-9 8-10 8-11 9-12
262	0-0 1-2 2-3 3-4 4-5 5-6 6-8 7-7 8-9
263	0-0 1-1 3-2 4-4 5-6 6-5 7-7 8-8 9-9
264	0-0 10-12 2-2 3-4 4-3 5-5 6-6 6-8 7-9 8-10 9-11
265	0-6 10-16 12-19 13-20 14-21 2-7 3-0 5-2 6-9 7-10 8-12 9-13
266	0-0 1-1 2-4 3-6 4-8 5-9 6-3 7-2 8-10
267	0-0 1-3 2-5 3-6 3-8 4-9 5-10 6-11 7-12 8-4 9-13
268	0-0 1-1 10-13 10-15 11-16 2-2 3-3 4-4 5-6 6-5 7-7 8-11 8-9 9-12
269	0-0 1-1 10-9 11-10 12-12 13-14 2-2 3-3 4-4 5-5 6-7 7-6 8-8 9-13
270	0-0 1-1 10-7 11-5 12-16 2-2 3-4 5-11 7-12 7-15 8-6
271	0-0 10-7 11-8 12-12 2-1 2-4 3-5 5-6 7-9 8-10 9-11
272	0-0 0-2 11-5 12-15 2-6 3-7 4-8 5-9 6-11 7-12 8-14 9-13
273	0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-8 6-9
274	0-0 1-1 2-3 3-4 5-7 6-10 6-11 6-8 7-6 8-12
275	0-0 1-1 10-12 11-13 12-14 13-15 13-18 14-19 3-2 4-4 5-3 6-5 7-6 7-7 8-8 9-11 9-9
276	0-12 1-13 10-7 11-9 14-15 15-17 16-18 17-19 18-14 19-20 2-11 4-0 6-1 7-5
277	0-0 0-3 1-4 2-5 3-7 4-8
278	0-0 1-1 10-12 11-13 12-3 13-14 2-2 3-4 4-5 5-6 6-7 7-8 7-9 8-10 9-11
279	0-0 1-1 10-13 11-6 12-14 2-2 3-4 4-3 5-5 6-7 8-11 8-9 9-12
280	0-2 1-1 2-3 3-6 4-5 4-7 5-8 7-9
281	0-0 1-2 10-10 11-11 12-12 2-1 3-3 4-4 5-5 6-6 7-7 8-8 9-9
282	0-0 1-5 10-15 11-16 4-1 5-8 6-10 7-11 8-13 9-14
283	0-3 10-11 11-8 12-12 2-0 3-1 7-5 8-6 9-7
284	0-0 1-1 10-17 11-15 12-18 2-2 2-3 3-4 4-5 5-7 6-8 7-9 8-10 8-13 9-16
285	0-1 0-3 0-5 1-6 2-7 3-8 4-9 5-10 6-11 7-12
286	0-0 1-3 10-16 2-4 3-7 4-10 5-12 6-14 7-15 8-6 9-5
287	0-3 1-0 2-5 3-6 4-7 5-8
288	0-0 1-1 10-3 11-12 2-2 3-4 4-6 5-5 6-7 6-8 7-9 8-11 9-10
289	0-0 1-1 2-3 3-5 6-7 8-8
